x,y
23.23346,222.3158
20.050781,200.03647
21.960388,214.51802
18.141174,190.64732
14.958557,166.77663
15.91333,171.86905
18.77771,194.14836
14.958557,170.11853
16.868103,179.50766
18.141174,186.3506
18.77771,193.19354
18.77771,195.73975
16.868103,182.05388
14.958557,168.52715
16.868103,183.8044
15.91333,176.96146
18.141174,187.30544
15.91333,173.61957
18.141174,188.8968
16.868103,180.4625
13.685486,165.02611
8.911438,128.26523
12.094116,149.74886
10.821045,141.9511
13.04895,152.29507
8.911438,130.01575
9.866272,135.10817
12.094116,147.04352
13.04895,153.88644
13.685486,163.27559
10.821045,140.35971
9.866272,130.97058
10.821045,144.4973
8.911438,125.719025
13.685486,159.138
10.821045,137.65437
13.685486,161.6842
12.094116,151.34024
45.830383,142.90593
42.01117,118.8761
44.239075,130.97058
45.830383,140.35971
45.193848,134.31247
44.239075,129.22006
42.966003,124.127625
45.193848,137.65437
44.239075,127.46954
45.830383,141.15541
42.01117,117.2847
45.193848,133.51678
42.966003,122.37714
45.193848,136.06299
42.966003,120.62659
42.966003,125.719025
49.01306,161.6842
46.785156,145.45213
50.60437,176.16577
49.01306,164.23042
48.058228,154.84128
50.60437,178.71198
49.967834,173.61957
46.785156,150.54456
49.01306,166.77663
46.785156,152.29507
48.058228,159.138
49.967834,171.86905
48.058228,153.88644
49.967834,168.52715
51.87744,183.8044
51.87744,188.10112
50.60437,181.25818
51.87744,186.3506
55.06012,206.87941
56.014893,212.92665
55.06012,204.33319
56.014893,211.17613
54.105286,197.49026
56.014893,214.51802
54.105286,200.03647
55.06012,209.42561
57.9245,228.20389
59.834106,235.04683
57.9245,223.11148
59.834106,239.34355
59.19757,232.50063
56.969727,221.36096
57.9245,226.45338
56.969727,218.01906
59.19757,233.29631
61.743713,253.82512
64.92639,268.30667
63.016785,258.91754
61.107178,245.23166
64.92639,272.6034
61.107178,246.98218
63.971558,262.41858
66.19946,275.1496
61.107178,243.64029
63.971558,265.76047
61.743713,252.0746
63.971558,264.1691
61.107178,241.09407
63.016785,257.32614
64.92639,269.2615
63.016785,255.57564
61.743713,247.93701
7.001892,236.79735
15.91333,236.79735
10.821045,236.79735
20.687317,235.04683
6.047058,236.79735
13.685486,236.79735
20.050781,235.04683
3.8192139,238.54787
246.02002,100.09781
252.06711,99.302124
254.93152,98.50641
244.74695,101.05264
222.15002,106.940735
228.83365,106.14505
213.87512,110.44177
227.87885,106.14505
211.96552,110.44177
236.15378,104.39453
221.19525,108.69125
234.8807,104.39453
223.7414,106.940735
200.18964,111.23746
161.04285,123.17282
186.82245,115.53418
163.27075,123.17282
183.95807,116.329895
195.73392,112.03314
176.95618,118.08038
190.95993,114.738495
152.13141,125.719025
203.05405,110.44177
185.86768,115.53418
197.96179,112.03314
158.17847,124.127625
168.04474,121.4223
204.96365,109.48694
175.0466,118.8761
169.95435,120.62659
200.82617,110.44177
154.04102,125.719025
179.18408,118.08038
193.82434,112.987976
164.86206,122.37714
206.87323,109.48694
189.05032,114.738495
158.815,124.127625
182.04846,116.329895
155.95062,125.719025
136.85461,130.01575
146.08435,128.26523
132.08063,132.56195
142.90167,129.22006
130.17102,133.51678
147.67566,127.46954
135.89978,130.97058
140.99207,129.22006
115.21246,137.65437
120.30475,136.06299
112.02985,137.65437
103.11835,141.15541
117.12207,137.65437
107.892334,139.40489
125.71527,134.31247
109.80194,139.40489
124.12396,135.10817
105.98279,140.35971
121.89612,135.10817
154.04102,33.578125
145.12952,35.328644
140.0373,36.920013
125.71527,41.216736
132.08063,39.466217
120.941284,42.17157
141.9469,36.12433
125.078735,41.216736
115.849,43.76294
130.17102,40.42105
139.08246,36.920013
127.94318,40.42105
136.85461,38.670532
118.076904,43.76294
85.931946,54.106934
104.70972,48.059692
78.930115,56.653137
112.02985,45.51346
87.20502,53.1521
77.338745,57.448822
91.02423,52.356415
98.02612,50.605896
79.88489,54.90262
88.79639,53.1521
82.11279,54.90262
92.93384,51.5607
106.93756,47.263977
113.93945,45.51346
96.116516,50.605896
109.80194,46.309143
99.93567,48.855377
84.02234,54.106934
107.892334,46.309143
63.016785,60.94986
40.7381,69.384155
50.60437,65.08743
72.24652,58.244507
42.01117,68.58847
69.06384,59.19934
45.830383,67.63367
70.018616,59.19934
61.743713,62.54123
66.836,59.995026
55.06012,64.29175
64.92639,60.94986
52.832275,65.08743
74.15613,58.244507
44.239075,68.58847
21.960388,75.4314
30.871826,72.88519
